label,champion_name,ranking_tier,ranking_code,ranking_faction_code,ranking_faction_name,ranking_rarity_code,ranking_rarity_name,ranking_role_code,ranking_role_name,ranking_affinity_code,ranking_affinity_name,ranking_order,ranking_index_url,source_url,source_image_url,raw_page_path,raw_image_path,processed_image_path,debug_image_path,crop_box,image_width,image_height
masked_fearmonger,Masked Fearmonger,C,BL-EAS,BL,Banner Lords,E,Epic,A,Attack,S,Spirit,673,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-masked-fearmonger-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Masked_Fearmonger.jpg,data/raw/pages/raid_shadow_legends_masked_fearmonger_skill_mastery_equip_guide.html,data/raw/images/masked_fearmonger_e3bb459a95.jpg,data/processed/icons/masked_fearmonger.png,data/processed/debug/masked_fearmonger_crop_debug.jpg,"14,378,197,532",48,64
master_butcher,Master Butcher,C,DW-RSS,DW,Dwarves,R,Rare,S,Support,S,Spirit,834,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-master-butcher-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Master_Butcher.jpg,data/raw/pages/raid_shadow_legends_master_butcher_skill_mastery_equip_guide.html,data/raw/images/master_butcher_06503d8ad9.jpg,data/processed/icons/master_butcher.png,data/processed/debug/master_butcher_crop_debug.jpg,"14,378,197,532",48,64
mathias_blackflail,Mathias Blackflail,B,SO-LHF,SO,The Sacred Order,L,Legendary,H,HP,F,Force,354,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-mathias-blackflail-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Mathias_Blackflail.jpg,data/raw/pages/raid_shadow_legends_mathias_blackflail_skill_mastery_equip_guide.html,data/raw/images/mathias_blackflail_494e0aebe7.jpg,data/processed/icons/mathias_blackflail.png,data/processed/debug/mathias_blackflail_crop_debug.jpg,"14,378,197,532",48,64
matriarch_zarguna,Matriarch Zarguna,A,OR-LHF,OR,Orcs,L,Legendary,H,HP,F,Force,216,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-matriarch-zarguna-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Matriarch_Zarguna.jpg,data/raw/pages/raid_shadow_legends_matriarch_zarguna_skill_mastery_equip_guide.html,data/raw/images/matriarch_zarguna_dbe4a932c8.jpg,data/processed/icons/matriarch_zarguna.png,data/processed/debug/matriarch_zarguna_crop_debug.jpg,"14,378,197,532",48,64
maulie_tankard,Maulie Tankard,A,DW-LSS,DW,Dwarves,L,Legendary,S,Support,S,Spirit,217,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-maulie-tankard-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Maulie_Tankard.jpg,data/raw/pages/raid_shadow_legends_maulie_tankard_skill_mastery_equip_guide.html,data/raw/images/maulie_tankard_18dd0f53b7.jpg,data/processed/icons/maulie_tankard.png,data/processed/debug/maulie_tankard_crop_debug.jpg,"14,378,197,532",48,64
mausoleum_mage,Mausoleum Mage,B,UH-ESF,UH,Undead Hordes,E,Epic,S,Support,F,Force,581,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-mausoleum-mage-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Mausoleum_Mage.jpg,data/raw/pages/raid_shadow_legends_mausoleum_mage_skill_mastery_equip_guide.html,data/raw/images/mausoleum_mage_31bc388a5a.jpg,data/processed/icons/mausoleum_mage.png,data/processed/debug/mausoleum_mage_crop_debug.jpg,"14,378,197,532",48,64
mavara_the_web_diviner,Mavara the Web Diviner,A,DE-LSM,DE,Dark Elves,L,Legendary,S,Support,M,Magic,218,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-mavara-the-web-diviner-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Mavara_the_Web_Diviner.jpg,data/raw/pages/raid_shadow_legends_mavara_the_web_diviner_skill_mastery_equip_guide.html,data/raw/images/mavara_the_web_diviner_5e3433758f.jpg,data/processed/icons/mavara_the_web_diviner.png,data/processed/debug/mavara_the_web_diviner_crop_debug.jpg,"14,378,197,532",48,64
meatcarver_tolog,Meatcarver Tolog,C,SW-RHF,SW,Skinwalkers,R,Rare,H,HP,F,Force,835,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-meatcarver-tolog-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Meatcarver_Tolog.jpg,data/raw/pages/raid_shadow_legends_meatcarver_tolog_skill_mastery_equip_guide.html,data/raw/images/meatcarver_tolog_cc963feed6.jpg,data/processed/icons/meatcarver_tolog.png,data/processed/debug/meatcarver_tolog_crop_debug.jpg,"14,378,197,532",48,64
medicus,Medicus,C,HE-RSS,HE,High Elves,R,Rare,S,Support,S,Spirit,836,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-medicus-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Medicus.jpg,data/raw/pages/raid_shadow_legends_medicus_skill_mastery_equip_guide.html,data/raw/images/medicus_7b0aedfaac.jpg,data/processed/icons/medicus.png,data/processed/debug/medicus_crop_debug.jpg,"14,378,197,532",48,64
melga_steelgirdle,Melga Steelgirdle,S,DW-EHS,DW,Dwarves,E,Epic,H,HP,S,Spirit,421,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-melga-steelgirdle-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Melga_Steelgirdle.jpg,data/raw/pages/raid_shadow_legends_melga_steelgirdle_skill_mastery_equip_guide.html,data/raw/images/melga_steelgirdle_2ef5d94985.jpg,data/processed/icons/melga_steelgirdle.png,data/processed/debug/melga_steelgirdle_crop_debug.jpg,"14,378,197,532",48,64
merouka,Merouka,C,OR-EDM,OR,Orcs,E,Epic,D,Defense,M,Magic,674,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-merouka-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Merouka.jpg,data/raw/pages/raid_shadow_legends_merouka_skill_mastery_equip_guide.html,data/raw/images/merouka_3b5a4248ba.jpg,data/processed/icons/merouka.png,data/processed/debug/merouka_crop_debug.jpg,"14,378,197,532",48,64
metalshaper,Metalshaper,B,LZ-RSS,LZ,Lizardmen,R,Rare,S,Support,S,Spirit,755,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-metalshaper-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Metalshaper.jpg,data/raw/pages/raid_shadow_legends_metalshaper_skill_mastery_equip_guide.html,data/raw/images/metalshaper_e74c9ad823.jpg,data/processed/icons/metalshaper.png,data/processed/debug/metalshaper_crop_debug.jpg,"14,378,197,532",48,64
mezomel_luperfang,Mezomel Luperfang,C,SW-MAS,SW,Skinwalkers,M,Mythical,A,Attack,S,Spirit,33,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-mezomel-luperfang-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Mezomel_Luperfang.jpg,data/raw/pages/raid_shadow_legends_mezomel_luperfang_skill_mastery_equip_guide.html,data/raw/images/mezomel_luperfang_05748921ce.jpg,data/processed/icons/mezomel_luperfang.png,data/processed/debug/mezomel_luperfang_crop_debug.jpg,"14,378,197,532",48,64
michelangelo,Michelangelo,A,BL-LAS,BL,Banner Lords,L,Legendary,A,Attack,S,Spirit,219,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-michelangelo-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Michelangelo.jpg,data/raw/pages/raid_shadow_legends_michelangelo_skill_mastery_equip_guide.html,data/raw/images/michelangelo_e076196279.jpg,data/processed/icons/michelangelo.png,data/processed/debug/michelangelo_crop_debug.jpg,"14,378,197,532",48,64
michinaki,Michinaki,A,SK-LDM,SK,Shadowkin,L,Legendary,D,Defense,M,Magic,220,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-michinaki-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Michinaki.jpg,data/raw/pages/raid_shadow_legends_michinaki_skill_mastery_equip_guide.html,data/raw/images/michinaki_4e7bdaa37f.jpg,data/processed/icons/michinaki.png,data/processed/debug/michinaki_crop_debug.jpg,"14,378,197,532",48,64
mighty_ukko,Mighty Ukko,S,SW-LSF,SW,Skinwalkers,L,Legendary,S,Support,F,Force,78,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-mighty-ukko-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Mighty_Ukko.jpg,data/raw/pages/raid_shadow_legends_mighty_ukko_skill_mastery_equip_guide.html,data/raw/images/mighty_ukko_ab7cd1f6ad.jpg,data/processed/icons/mighty_ukko.png,data/processed/debug/mighty_ukko_crop_debug.jpg,"14,378,197,532",48,64
militia,Militia,C,SO-UAS,SO,The Sacred Order,U,Uncommon,A,Attack,S,Spirit,976,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-militia-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Militia.jpg,data/raw/pages/raid_shadow_legends_militia_skill_mastery_equip_guide.html,data/raw/images/militia_81f5690a49.jpg,data/processed/icons/militia.png,data/processed/debug/militia_crop_debug.jpg,"14,378,197,532",48,64
minaya,Minaya,A,BL-LSF,BL,Banner Lords,L,Legendary,S,Support,F,Force,221,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-minaya-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Minaya.jpg,data/raw/pages/raid_shadow_legends_minaya_skill_mastery_equip_guide.html,data/raw/images/minaya_5ff34ccad7.jpg,data/processed/icons/minaya.png,data/processed/debug/minaya_crop_debug.jpg,"14,378,197,532",48,64
miscreated_monster,Miscreated Monster,S,KR-EHM,KR,Knights Revenant,E,Epic,H,HP,M,Magic,422,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-miscreated-monster-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Miscreated_Monster.jpg,data/raw/pages/raid_shadow_legends_miscreated_monster_skill_mastery_equip_guide.html,data/raw/images/miscreated_monster_77e6a89a41.jpg,data/processed/icons/miscreated_monster.png,data/processed/debug/miscreated_monster_crop_debug.jpg,"14,378,197,532",48,64
misericord,Misericord,F,BL-RAM,BL,Banner Lords,R,Rare,A,Attack,M,Magic,907,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-misericord-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Misericord.jpg,data/raw/pages/raid_shadow_legends_misericord_skill_mastery_equip_guide.html,data/raw/images/misericord_6425eb130e.jpg,data/processed/icons/misericord.png,data/processed/debug/misericord_crop_debug.jpg,"14,378,197,532",48,64
missionary,Missionary,C,SO-EHF,SO,The Sacred Order,E,Epic,H,HP,F,Force,675,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-missionary-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Missionary.jpg,data/raw/pages/raid_shadow_legends_missionary_skill_mastery_equip_guide.html,data/raw/images/missionary_f6880b1e64.jpg,data/processed/icons/missionary.png,data/processed/debug/missionary_crop_debug.jpg,"14,378,197,532",48,64
mistress_of_hymns,Mistress of Hymns,B,SO-ESS,SO,The Sacred Order,E,Epic,S,Support,S,Spirit,582,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-mistress-of-hymns-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Mistress_of_Hymns.jpg,data/raw/pages/raid_shadow_legends_mistress_of_hymns_skill_mastery_equip_guide.html,data/raw/images/mistress_of_hymns_ae1ad14cee.jpg,data/processed/icons/mistress_of_hymns.png,data/processed/debug/mistress_of_hymns_crop_debug.jpg,"14,378,197,532",48,64
mistrider_daithi,Mistrider Daithi,A,SY-EAF,SY,Sylvan Watchers,E,Epic,A,Attack,F,Force,456,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-mistrider-daithi-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Mistrider_Daithi.jpg,data/raw/pages/raid_shadow_legends_mistrider_daithi_skill_mastery_equip_guide.html,data/raw/images/mistrider_daithi_7864f53e99.jpg,data/processed/icons/mistrider_daithi.png,data/processed/debug/mistrider_daithi_crop_debug.jpg,"14,378,197,532",48,64
mithrala_lifebane,Mithrala Lifebane,S,DE-LSV,DE,Dark Elves,L,Legendary,S,Support,V,Void,79,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-mithrala-lifebane-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Mithrala_Lifebane.jpg,data/raw/pages/raid_shadow_legends_mithrala_lifebane_skill_mastery_equip_guide.html,data/raw/images/mithrala_lifebane_5e9ae2d9e9.jpg,data/processed/icons/mithrala_lifebane.png,data/processed/debug/mithrala_lifebane_crop_debug.jpg,"14,378,197,532",48,64
modo_of_the_peal,Modo of the Peal,B,OT-LAF,OT,Ogryn Tribes,L,Legendary,A,Attack,F,Force,355,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-modo-of-the-peal-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Modo_of_the_Peal.jpg,data/raw/pages/raid_shadow_legends_modo_of_the_peal_skill_mastery_equip_guide.html,data/raw/images/modo_of_the_peal_90daadff01.jpg,data/processed/icons/modo_of_the_peal.png,data/processed/debug/modo_of_the_peal_crop_debug.jpg,"14,378,197,532",48,64
morag_bronzelock,Morag Bronzelock,B,DW-EDS,DW,Dwarves,E,Epic,D,Defense,S,Spirit,583,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-morag-bronzelock-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Morag_Bronzelock.jpg,data/raw/pages/raid_shadow_legends_morag_bronzelock_skill_mastery_equip_guide.html,data/raw/images/morag_bronzelock_2d5a18cd8f.jpg,data/processed/icons/morag_bronzelock.png,data/processed/debug/morag_bronzelock_crop_debug.jpg,"14,378,197,532",48,64
mordecai,Mordecai,B,SO-ESF,SO,The Sacred Order,E,Epic,S,Support,F,Force,584,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-mordecai-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Mordecai.jpg,data/raw/pages/raid_shadow_legends_mordecai_skill_mastery_equip_guide.html,data/raw/images/mordecai_21f0e247af.jpg,data/processed/icons/mordecai.png,data/processed/debug/mordecai_crop_debug.jpg,"14,378,197,532",48,64
morrigaine,Morrigaine,A,UH-LSM,UH,Undead Hordes,L,Legendary,S,Support,M,Magic,222,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-morrigaine-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Morrigaine.jpg,data/raw/pages/raid_shadow_legends_morrigaine_skill_mastery_equip_guide.html,data/raw/images/morrigaine_46a3c188f3.jpg,data/processed/icons/morrigaine.png,data/processed/debug/morrigaine_crop_debug.jpg,"14,378,197,532",48,64
mortu_macaab,Mortu-Macaab,B,DS-LHS,DS,Demonspawn,L,Legendary,H,HP,S,Spirit,356,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-mortu-macaab-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Mortu_Macaab.jpg,data/raw/pages/raid_shadow_legends_mortu_macaab_skill_mastery_equip_guide.html,data/raw/images/mortu_macaab_a704b41796.jpg,data/processed/icons/mortu_macaab.png,data/processed/debug/mortu_macaab_crop_debug.jpg,"14,378,197,532",48,64
mother_cybele,Mother Cybele,B,KR-LSF,KR,Knights Revenant,L,Legendary,S,Support,F,Force,357,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-mother-cybele-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Mother_Cybele.jpg,data/raw/pages/raid_shadow_legends_mother_cybele_skill_mastery_equip_guide.html,data/raw/images/mother_cybele_9df5079692.jpg,data/processed/icons/mother_cybele.png,data/processed/debug/mother_cybele_crop_debug.jpg,"14,378,197,532",48,64
mother_superior,Mother Superior,B,SO-RSS,SO,The Sacred Order,R,Rare,S,Support,S,Spirit,756,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-mother-superior-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Mother_Superior.jpg,data/raw/pages/raid_shadow_legends_mother_superior_skill_mastery_equip_guide.html,data/raw/images/mother_superior_cc729371bb.jpg,data/processed/icons/mother_superior.png,data/processed/debug/mother_superior_crop_debug.jpg,"14,378,197,532",48,64
mountain_king,Mountain King,B,DW-LAF,DW,Dwarves,L,Legendary,A,Attack,F,Force,358,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-mountain-king-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Mountain_King.jpg,data/raw/pages/raid_shadow_legends_mountain_king_skill_mastery_equip_guide.html,data/raw/images/mountain_king_1763c10630.jpg,data/processed/icons/mountain_king.png,data/processed/debug/mountain_king_crop_debug.jpg,"14,378,197,532",48,64
muckstalker,Muckstalker,F,LZ-RHM,LZ,Lizardmen,R,Rare,H,HP,M,Magic,908,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-muckstalker-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Muckstalker.jpg,data/raw/pages/raid_shadow_legends_muckstalker_skill_mastery_equip_guide.html,data/raw/images/muckstalker_5de1584df2.jpg,data/processed/icons/muckstalker.png,data/processed/debug/muckstalker_crop_debug.jpg,"14,378,197,532",48,64
myciliac_priest_orn,Myciliac Priest Orn,B,SY-EHS,SY,Sylvan Watchers,E,Epic,H,HP,S,Spirit,585,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-myciliac-priest-orn-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Myciliac_Priest_Orn.jpg,data/raw/pages/raid_shadow_legends_myciliac_priest_orn_skill_mastery_equip_guide.html,data/raw/images/myciliac_priest_orn_fa1e78ae28.jpg,data/processed/icons/myciliac_priest_orn.png,data/processed/debug/myciliac_priest_orn_crop_debug.jpg,"14,378,197,532",48,64
mycolus,Mycolus,B,OT-RSV,OT,Ogryn Tribes,R,Rare,S,Support,V,Void,757,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-mycolus-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Mycolus.jpg,data/raw/pages/raid_shadow_legends_mycolus_skill_mastery_equip_guide.html,data/raw/images/mycolus_68ab26747a.jpg,data/processed/icons/mycolus.png,data/processed/debug/mycolus_crop_debug.jpg,"14,378,197,532",48,64
myrmidon,Myrmidon,C,BL-RDM,BL,Banner Lords,R,Rare,D,Defense,M,Magic,837,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-myrmidon-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Myrmidon.jpg,data/raw/pages/raid_shadow_legends_myrmidon_skill_mastery_equip_guide.html,data/raw/images/myrmidon_b542e00367.jpg,data/processed/icons/myrmidon.png,data/processed/debug/myrmidon_crop_debug.jpg,"14,378,197,532",48,64
mystic_hand,Mystic Hand,C,DE-RSF,DE,Dark Elves,R,Rare,S,Support,F,Force,838,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-mystic-hand-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Mystic_Hand.jpg,data/raw/pages/raid_shadow_legends_mystic_hand_skill_mastery_equip_guide.html,data/raw/images/mystic_hand_6f9c025c75.jpg,data/processed/icons/mystic_hand.png,data/processed/debug/mystic_hand_crop_debug.jpg,"14,378,197,532",48,64
nais_the_shadowthief,Nais the Shadowthief,SS,SY-MAM,SY,Sylvan Watchers,M,Mythical,A,Attack,M,Magic,3,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-nais-the-shadowthief-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Nais_the_Shadowthief.jpg,data/raw/pages/raid_shadow_legends_nais_the_shadowthief_skill_mastery_equip_guide.html,data/raw/images/nais_the_shadowthief_9906204810.jpg,data/processed/icons/nais_the_shadowthief.png,data/processed/debug/nais_the_shadowthief_crop_debug.jpg,"14,378,197,532",48,64
nari_the_lucky,Nari the Lucky,B,DW-LDF,DW,Dwarves,L,Legendary,D,Defense,F,Force,359,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-nari-the-lucky-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Nari_the_Lucky.jpg,data/raw/pages/raid_shadow_legends_nari_the_lucky_skill_mastery_equip_guide.html,data/raw/images/nari_the_lucky_cc0f551652.jpg,data/processed/icons/nari_the_lucky.png,data/processed/debug/nari_the_lucky_crop_debug.jpg,"14,378,197,532",48,64
narma_the_returned,Narma the Returned,A,KR-LSM,KR,Knights Revenant,L,Legendary,S,Support,M,Magic,223,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-narma-the-returned-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Narma_the_Returned.jpg,data/raw/pages/raid_shadow_legends_narma_the_returned_skill_mastery_equip_guide.html,data/raw/images/narma_the_returned_0b9bef8fad.jpg,data/processed/icons/narma_the_returned.png,data/processed/debug/narma_the_returned_crop_debug.jpg,"14,378,197,532",48,64
nazana,Nazana,A,DS-EHF,DS,Demonspawn,E,Epic,H,HP,F,Force,457,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-nazana-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Nazana.jpg,data/raw/pages/raid_shadow_legends_nazana_skill_mastery_equip_guide.html,data/raw/images/nazana_988534f712.jpg,data/processed/icons/nazana.png,data/processed/debug/nazana_crop_debug.jpg,"14,378,197,532",48,64
necrohunter,Necrohunter,B,KR-EAM,KR,Knights Revenant,E,Epic,A,Attack,M,Magic,586,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-necrohunter-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Necrohunter.jpg,data/raw/pages/raid_shadow_legends_necrohunter_skill_mastery_equip_guide.html,data/raw/images/necrohunter_ca1bb143de.jpg,data/processed/icons/necrohunter.png,data/processed/debug/necrohunter_crop_debug.jpg,"14,378,197,532",48,64
nekhret_the_great,Nekhret the Great,S,UH-LDV,UH,Undead Hordes,L,Legendary,D,Defense,V,Void,80,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-nekhret-the-great-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Nekhret_the_Great.jpg,data/raw/pages/raid_shadow_legends_nekhret_the_great_skill_mastery_equip_guide.html,data/raw/images/nekhret_the_great_ff1f47a8bc.jpg,data/processed/icons/nekhret_the_great.png,data/processed/debug/nekhret_the_great_crop_debug.jpg,"14,378,197,532",48,64
nekmo_thaar,Nekmo Thaar,S,LZ-LSS,LZ,Lizardmen,L,Legendary,S,Support,S,Spirit,81,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-nekmo-thaar-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Nekmo_Thaar.jpg,data/raw/pages/raid_shadow_legends_nekmo_thaar_skill_mastery_equip_guide.html,data/raw/images/nekmo_thaar_c894efff10.jpg,data/processed/icons/nekmo_thaar.png,data/processed/debug/nekmo_thaar_crop_debug.jpg,"14,378,197,532",48,64
neldor_rimeblade,Neldor Rimeblade,A,HE-EAF,HE,High Elves,E,Epic,A,Attack,F,Force,458,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-neldor-rimeblade-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Neldor_Rimeblade.jpg,data/raw/pages/raid_shadow_legends_neldor_rimeblade_skill_mastery_equip_guide.html,data/raw/images/neldor_rimeblade_e36989b146.jpg,data/processed/icons/neldor_rimeblade.png,data/processed/debug/neldor_rimeblade_crop_debug.jpg,"14,378,197,532",48,64
nell_blackteeth,Nell Blackteeth,SS,SY-MSM,SY,Sylvan Watchers,M,Mythical,S,Support,M,Magic,4,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-nell-blackteeth-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Nell_Blackteeth.jpg,data/raw/pages/raid_shadow_legends_nell_blackteeth_skill_mastery_equip_guide.html,data/raw/images/nell_blackteeth_ebd7c8eca6.jpg,data/processed/icons/nell_blackteeth.png,data/processed/debug/nell_blackteeth_crop_debug.jpg,"14,378,197,532",48,64
nethril,Nethril,A,UH-LAS,UH,Undead Hordes,L,Legendary,A,Attack,S,Spirit,224,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-nethril-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Nethril.jpg,data/raw/pages/raid_shadow_legends_nethril_skill_mastery_equip_guide.html,data/raw/images/nethril_91b8e302d3.jpg,data/processed/icons/nethril.png,data/processed/debug/nethril_crop_debug.jpg,"14,378,197,532",48,64
